sentence1,sentence2,similarity
人员类别,救助人员类别,entailment
工作单位,工作单位,entailment
月保障金,月保障金,entailment
政治面貌,政治面貌,entailment
户口性质,户口性质,entailment
年龄,年龄,entailment
是否保障对象,是否保障对象,entailment
残疾类别,残疾类别,entailment
残疾等级,残疾等级,entailment
残疾证号,残疾证号,entailment
开户银行,开户银行,entailment
银行账号,银行账号,entailment
职业状况,职业状况,entailment
特定对象,社会保障特定对象,entailment
年份,救助年份,entailment
月份,救助月份,entailment
所属地区,所属地区,entailment
所属服务站点,所属服务站点,entailment
姓名,姓名,entailment
身份证,公民身份号码,entailment
出生年月,出生年月,entailment
民族,民族,entailment
政治面貌,政治面貌,entailment
住址,住址,entailment
工种,工种类别,entailment
资格证书编号,资格证书编号,entailment
联系方式,联系电话,entailment
文化程度,学历,entailment
联系电话,联系电话,entailment
籍贯,籍贯,entailment
现居地,现居地址,entailment
服务人员类型,服务人员类型,entailment
付费类别,付费类别,entailment
流程状态,流程状态,entailment
服务类型,服务类型,entailment
服务时间,服务时间,entailment
服务费,居家养老服务费,entailment
人员类别,居家养老服务人员类别,entailment
是否到家,是否到家,entailment
出生日期,出生日期,entailment
家庭地址,家庭地址,entailment
身份证,公民身份号码,entailment
性别,性别,entailment
姓名,姓名,entailment
证件类型,身份证件类型,entailment
执行时间,待遇发放时间,entailment
发放金额,发放金额,entailment
待遇年月,救助待遇年月,entailment
银行卡号,银行卡号,entailment
开户银行,开户银行,entailment
待遇名称,救助待遇名称,entailment
联系电话,联系电话,entailment
关系,与户主关系,entailment
户主身份证,户主公民身份号码,entailment
户籍地,户籍地,entailment
出生日期,出生日期,entailment
身份证,公民身份号码,entailment
姓名,姓名,entailment
所属地区,所属地区,entailment
经办时间,经办时间,entailment
行政区划,行政区划名称,entailment
户口性质,户口性质,entailment
申请人,申请人姓名,entailment
申请身份证,申请人公民身份号码,entailment
家庭总人口,家庭总人口数,entailment
居住地址,居住地址,entailment
联系电话,联系电话,entailment
年份,救助年份,entailment
月份,救助月份,entailment
户籍地址,户籍地址,entailment
是否保障对象,是否保障对象,entailment
救助类别,救助类别,entailment
申请救助原因,申请救助原因,entailment
家庭类别,救助人员家庭类别,entailment
开户银行,开户银行,entailment
开户人,开户人姓名,entailment
开户人身份证,开户人公民身份号码,entailment
银行账号,银行账号,entailment
受灾日期,受灾日期,entailment
受损金额,救助人员受损金额,entailment
救助方式,救助方式,entailment
救助日期,救助日期,entailment
救助人数,救助人数,entailment
救助金额,救助金额,entailment
是否紧急,是否紧急,entailment
致贫原因,致贫原因,entailment
省厅区划编码,行政区划代码,entailment
民政部区划编码,行政区划代码,entailment
工作学习单位,救助人员工作学习单位,entailment
身份证,公民身份号码,entailment
性别,性别,entailment
出生日期,出生日期,entailment
民族,民族,entailment
文化程度,学历,entailment
健康状况,健康状况,entailment
婚姻状况,婚姻状况,entailment
职业状况,职业状况,entailment
政治面貌,政治面貌,entailment
户口性质,户口性质,entailment
年份,救助年份,entailment
月份,救助月份,entailment
姓名,姓名,entailment
与户主关系,与户主关系,entailment
是否保障对象,是否保障对象,entailment
人员类别,救助人员类别,entailment
劳动能力,劳动能力,entailment
残疾类别,残疾类别,entailment
残疾等级,残疾等级,entailment
残疾证号,残疾证号,entailment
特定是否保障对象,是否特定保障对象,entailment
是否户口登记,是否户口登记,entailment
户籍所在地,户籍地,entailment
现居住地址,现居地址,entailment
身体情况（健康、残疾、患病）,身体状况,entailment
患病类型,患病类型,entailment
是否学校寄宿,是否学校寄宿,entailment
就学情况（幼儿园、未入园、小学、初中、高中、中职、辍学、不在学）,就学情况,entailment
救助帮扶情况（享受低保、临时救助、医疗救助、住房救助、其他救助）,救助帮扶情况,entailment
所在地级市,所在地市,entailment
所在区（县、市）,所在市县区,entailment
街道,街道,entailment
儿童类型,留守儿童类型,entailment
户籍状态,户籍状态,entailment
户籍类型,户籍类型,entailment
组织名称,组织名称,entailment
姓名,姓名,entailment
性别,性别,entailment
民族,民族,entailment
出生日期,出生日期,entailment
公民身份证号码,公民身份号码,entailment
父亲姓名,父亲姓名,entailment
父亲当前务工地点,父亲当前务工地点,entailment
父亲联系电话,父亲联系电话,entailment
父亲公民身份证号码,父亲公民身份号码,entailment
母亲姓名,母亲姓名,entailment
母亲当前务工地点,母亲当前务工地点,entailment
母亲联系电话,母亲联系电话,entailment
母亲公民身份证号码,母亲公民身份号码,entailment
家庭经济来源（打工收入、种养殖业、政府救助、亲朋接济、其他可多选）,家庭经济来源,entailment
残疾类型,残疾类别,entailment
迁入时间,迁入时间,entailment
原户籍地址,原户籍地址,entailment
省,省,entailment
村地址信息,村地址,entailment
残疾等级,残疾等级,entailment
迁出时间,迁出时间,entailment
身份证,公民身份号码,entailment
姓名,姓名,entailment
性别,性别,entailment
出生日期,出生日期,entailment
民族,民族,entailment
文化程度,学历,entailment
健康状况,健康状况,entailment
婚姻状况,婚姻状况,entailment
劳动能力,劳动能力,entailment
职业状况,职业状况,entailment
政治面貌,政治面貌,entailment
户口性质,户口性质,entailment
年份,救助年份,entailment
月份,救助月份,entailment
家庭关系,家庭关系,entailment
是否保障对象,是否保障对象,entailment
人员类别,救助人员类别,entailment
特定对象,社会保障特定对象,entailment
残疾类别,残疾类别,entailment
残疾等级,残疾等级,entailment
残疾证号,残疾证号,entailment
申请身份证,申请人公民身份号码,entailment
申请人,申请人姓名,entailment
户籍地址,户籍地址,entailment
居住地址,居住地址,entailment
居住邮编,居住地邮政编码,entailment
联系电话,联系电话,entailment
救助证编号,救助证编号,entailment
申请救助原因,申请救助原因,entailment
开户银行,开户银行,entailment
银行账号,银行账号,entailment
供养方式,供养方式,entailment
保障标准,保障标准,entailment
总发放金额,救助总发放金额,entailment
行政区划,行政区划名称,entailment
户口性质,户口性质,entailment
家庭总人口,家庭总人口数,entailment
年份,救助年份,entailment
月份,救助月份,entailment
户籍邮编,户籍邮政编码,entailment
申请类别,救助申请类别,entailment
致贫原因,致贫原因,entailment
开户人,开户人姓名,entailment
开户人身份证,开户人公民身份号码,entailment
是否集中供养,是否集中供养,entailment
供养地,供养地,entailment
保障总人口,社会保障总人口数,entailment
护理等级,护理等级,entailment
护理标准,护理标准,entailment
护理费,护理费,entailment
救助日期,救助日期,entailment
省厅区划编码,行政区划代码,entailment
民政部区划编码,行政区划代码,entailment
补贴金额,补贴金额,entailment
补贴类别,补贴类别,entailment
出生日期,出生日期,entailment
户口所在地,户籍地,entailment
婚姻状况,婚姻状况,entailment
家庭人数,救助人员家庭人数,entailment
居住地址,居住地址,entailment
居住状况,居住状况,entailment
联系电话,联系电话,entailment
民族,民族,entailment
身份证,公民身份号码,entailment
性别,性别,entailment
姓名,姓名,entailment
行政区划编号,行政区划代码,entailment
行政区划名称,行政区划名称,entailment
本人自付金额,救助对象自付金额,entailment
出院日期,出院日期,entailment
行政区划,行政区划名称,entailment
户口性质,户口性质,entailment
申请人,申请人姓名,entailment
申请身份证,申请人公民身份号码,entailment
家庭总人口,家庭总人口数,entailment
居住地址,居住地址,entailment
联系电话,联系电话,entailment
家庭年总收入,家庭年总收入,entailment
年份,救助年份,entailment
月份,救助月份,entailment
户籍地址,户籍地址,entailment
致贫原因,致贫原因,entailment
是否核对,救助是否核对,entailment
家庭类别,救助人员家庭类别,entailment
申请救助原因,申请救助原因,entailment
救助类别,救助类别,entailment
救助性质,救助性质,entailment
医保性质,医保性质,entailment
医保卡号,医保卡号,entailment
报销类型,报销类型,entailment
救助日期,救助日期,entailment
就诊医院,就诊医院,entailment
疾病名称,疾病名称,entailment
就诊日期,就诊日期,entailment
单据费用,单据费用,entailment
有效费用,救助有效费用,entailment
已报销金额,已报销金额,entailment
本人自理金额,救助对象自理金额,entailment
本次报销基数,本次救助报销基数,entailment
本次救助金额,本次救助金额,entailment
本年报销数,本年救助报销数,entailment
本年救助额,本年救助金额,entailment
年救助次数,年救助次数,entailment
住院报销数,住院报销金额,entailment
住院救助额,救助金额,entailment
住院救助数,救助次数,entailment
门诊报销数,门诊报销金额,entailment
门诊救助额,门诊救助金额,entailment
门诊救助数,门诊救助次数,entailment
省厅区划编码,行政区划代码,entailment
民政部区划编码,行政区划代码,entailment
工作学习单位,救助人员工作学习单位,entailment
身份证,公民身份号码,entailment
姓名,姓名,entailment
性别,性别,entailment
出生日期,出生日期,entailment
民族,民族,entailment
文化程度,学历,entailment
健康状况,健康状况,entailment
婚姻状况,婚姻状况,entailment
职业状况,职业状况,entailment
政治面貌,政治面貌,entailment
户口性质,户口性质,entailment
家庭收入,家庭收入,entailment
年份,救助年份,entailment
月份,救助月份,entailment
家庭关系,家庭关系,entailment
是否保障对象,是否保障对象,entailment
人员类别,救助人员类别,entailment
特定是否保障对象,是否特定保障对象,entailment
残疾类别,残疾类别,entailment
残疾等级,残疾等级,entailment
残疾证号,残疾证号,entailment
劳动能力,劳动能力,entailment
户口所在地,户籍地,entailment
家庭户口,救助家庭户口数,entailment
救助日期,救助日期,entailment
救助性质,救助性质,entailment
救助原因,救助原因,entailment
民政局意见,民政局意见,entailment
申请人姓名,申请人姓名,entailment
申请人身份证号,申请人公民身份号码,entailment
性别,性别,entailment
医保卡号,医保卡号,entailment
医保性质,医保性质,entailment
行政区划,行政区划名称,entailment
优抚对象类别名称,优抚对象类别,entailment
姓名,姓名,entailment
民族,民族,entailment
性别,性别,entailment
户口类别,户口类别,entailment
出生日期,出生日期,entailment
实际居住地址,实际居住地址,entailment
婚姻状况,婚姻状况,entailment
身份证号,公民身份号码,entailment
申请类别,救助申请类别,entailment
行政区划代码,行政区划代码,entailment
优抚对象状态,优抚对象状态,entailment
入伍（参加工作）日期,入伍或参加工作日期,entailment
退伍（离退休）日期,离退休日期,entailment
户口簿上地址,户籍地址详址,entailment
户口簿上户口类别,户口类别,entailment
优抚证书编号,优抚证书编号,entailment
就业情况,就业情况,entailment
是否属于孤老,是否属于孤老,entailment
是否属于孤儿,是否属于孤儿,entailment
开始享受待遇年度,开始享受待遇年度,entailment
停止享受待遇年度,停止享受待遇年度,entailment
申请日期,申请日期,entailment
联系电话,联系电话,entailment
是否享受低保待遇,是否享受低保待遇,entailment
殡葬死亡日期,殡葬死亡日期,entailment
殡葬火化日期,殡葬火化日期,entailment
所属区县代码,所在区县代码,entailment
所属区县名称,所在区县,entailment
收养父亲住址,收养父亲居住地址,entailment
收养母亲住址,收养母亲居住地址,entailment
收养父亲身份证件号,收养父亲身份证件号码,entailment
收养母亲身份证件号,收养母亲身份证件号码,entailment
收养父亲姓名,收养父亲姓名,entailment
收养母亲姓名,收养母亲姓名,entailment
收养父亲国籍,收养父亲国籍,entailment
收养母亲国籍,收养母亲国籍,entailment
被收养人住址,被收养人居住地址,entailment
被收养后改名为,被收养更改后姓名,entailment
被收养人出生日期,被收养人出生日期,entailment
被收养人身份证件号,被收养人身份证件号码,entailment
被收养人姓名,被收养人姓名,entailment
被收养人性别,被收养人性别,entailment
登记机关,登记机关,entailment
送养人姓名（名称）,送养人姓名,entailment
状态,收养登记状态,entailment
收养人,收养人姓名,entailment
收养证号,收养证号,entailment
救助证编号,救助证编号,entailment
申请类别,救助申请类别,entailment
重残标准,重残标准,entailment
致贫原因,致贫原因,entailment
重残家庭编号,重残家庭编号,entailment
人员类别,重残人员类别,entailment
人员姓名,姓名,entailment
是否享受,是否享受待遇,entailment
人员身份证,公民身份号码,entailment
重残人员编号,重残人员编号,entailment
姓名,姓名,entailment
身份证件类型,身份证件类型,entailment
身份证件号码,身份证件号码,entailment
应领取失业保险月数,应领取失业保险月数,entailment
享受失业保险开始日期,享受失业保险开始日期,entailment
享受失业保险结束日期,享受失业保险结束日期,entailment
登记日期,登记日期,entailment
登记机关全称,登记机关,entailment
社会保障号码,社会保障号码,entailment
姓名,姓名,entailment
性别,性别,entailment
卡号,社会保障号码,entailment
卡状态,社保卡状态,entailment
发卡日期,社保卡发卡日期,entailment
发卡机构,社保卡发卡机构,entailment
单位名称,单位名称,entailment
行政区划代码,行政区划代码,entailment
社会保障号码,社会保障号码,entailment
姓名,姓名,entailment
人员参保状态,社保参保状态,entailment
个人缴费状态,社保个人缴费状态,entailment
证件类型,身份证件类型,entailment
证件号码,身份证件号码,entailment
开始日期,社保参保开始日期,entailment
终止日期,终止日期,entailment
险种类型,险种,entailment
统一社会信用代码,统一社会信用代码,entailment
姓名,姓名,entailment
身份证号,公民身份号码,entailment
工作单位,工作单位,entailment
统一社会信用码,统一社会信用代码,entailment
险种,险种,entailment
缴费期别,社保缴费期别,entailment
基数,缴费基数,entailment
应缴金额,社保应缴金额,entailment
实缴金额,社保实缴金额,entailment
执行时间,缴费时间,entailment
姓名,姓名,entailment
岗位分类,岗位分类,entailment
进入事业单位工作时间,进入单位工作时间,entailment
进入事业单位工作类别,工作类别,entailment
减员日期,减员日期,entailment
减员类别,减员类别,entailment
现任党政职务,现任党政职务,entailment
岗位等级,岗位等级,entailment
现聘岗位时间,现聘岗位时间,entailment
单位名称,单位名称,entailment
现聘岗位年限,现聘岗位年限,entailment
身份证件号码,身份证件号码,entailment
统筹区代码,社保统筹区代码,entailment
缴费类型,缴费类型,entailment
统筹区名称,社保统筹区,entailment
统一社会信用代码,统一社会信用代码,entailment
到帐日期,到账日期,entailment
社会保障号码,社会保障号码,entailment
姓名,姓名,entailment
证件类型,身份证件类型,entailment
证件号码,身份证件号码,entailment
单位实缴金额,单位实缴金额,entailment
个人实缴金额,社保个人实缴金额,entailment
单位实缴年金,单位实缴年金,entailment
个人实缴年金,社保个人实缴年金,entailment
险种,险种,entailment
缴费基数,缴费基数,entailment
调整前缴费基数,调整前缴费基数,entailment
调整后缴费基数,调整后缴费基数,entailment
执行时间,待遇发放时间,entailment
伤残等级,伤残等级,entailment
终止年月,终止年月,entailment
开始年月,待遇发放开始年月,entailment
工伤保险待遇一次性领取日期,工伤保险待遇一次性领取日期,entailment
工伤发生时间,工伤发生时间,entailment
单位名称,单位名称,entailment
工作单位统一社会信用代码,工作单位统一社会信用代码,entailment
姓名,姓名,entailment
公民身份号码,公民身份号码,entailment
姓名,姓名,entailment
性别,性别,entailment
出生日期,出生日期,entailment
民族,民族,entailment
户籍地址,户籍地址,entailment
是否入学,是否入学,entailment
所在省市区县,所在省市县区,entailment
户籍地省市区县,户籍地省市县区,entailment
母亲姓名,母亲姓名,entailment
母亲公民身份号码,母亲公民身份号码,entailment
母亲户籍地址,母亲户籍地址,entailment
父亲姓名,父亲姓名,entailment
父亲公民身份号码,父亲公民身份号码,entailment
父亲户籍地址,父亲户籍地址,entailment
监护人姓名,监护人姓名,entailment
监护人公民身份号码,监护人公民身份号码,entailment
监护人户籍地址,监护人户籍地址,entailment
父亲联系电话,父亲联系电话,entailment
母亲联系电话,母亲联系电话,entailment
监护人联系电话,监护人联系电话,entailment
保障对象编号,保障对象编号,entailment
保障方式,保障方式,entailment
保障家庭编号,保障家庭编号,entailment
保障状态,保障状态,entailment
家庭人数,救助人员家庭人数,entailment
是否主申请人,是否主申请人,entailment
所在行政区划,行政区划名称,entailment
状态,保障对象状态,entailment
保障对象身份证号码,保障对象公民身份号码,entailment
保障对象姓名,保障对象姓名,entailment
姓名,姓名,entailment
性别,性别,entailment
身份证号码,公民身份号码,entailment
个人账号,个人公积金账号,entailment
缴存基数,缴存基数,entailment
个人月缴存比例（%）,个人月缴存比例,entailment
单位月缴存比例（%）,单位月缴存比例,entailment
个人月缴存金额,个人月缴存金额,entailment
单位月缴存金额,单位月缴存金额,entailment
当年缴存金额,个人当年缴存金额,entailment
上年结转金额,上年结转金额,entailment
当年提取金额,当年提取金额,entailment
个人账户状态,个人账户状态,entailment
缴存机构名称,缴存机构,entailment
单位账号,单位公积金账号,entailment
单位名称,单位名称,entailment
账户余额,公积金账户余额,entailment
开户日期,开户日期,entailment
销户日期,销户日期,entailment
最后业务时间,最后业务时间,entailment
姓名,姓名,entailment
身份证号码,公民身份号码,entailment
个人账号,个人公积金账号,entailment
业务类型（缴交，提取，逐月还贷款，年度结息）,公积金业务类型,entailment
交易金额,交易金额,entailment
账户余额,公积金账户余额,entailment
交易时间,交易时间,entailment
借款合同编号,合同编号,entailment
借款人公积金账号,借款人公积金账号,entailment
借款人姓名,借款人姓名,entailment
借款人证件类型,借款人证件类型,entailment
借款人证件号码,借款人证件号码,entailment
受委托银行名称,受委托银行,entailment
还款账号,还款账号,entailment
账户开户银行名称,账户开户银行名称,entailment
合同贷款金额,合同贷款金额,entailment
贷款类型,贷款类型,entailment
贷款期数,贷款期数,entailment
约定放款日期,约定放款日期,entailment
借款合同年利率,借款合同年利率,entailment
利率浮动比例,贷款利率浮动比例,entailment
购房首付款,购房首付款,entailment
房屋坐落,不动产坐落,entailment
房屋性质,房屋性质,entailment
房屋建筑面积,房屋建筑面积,entailment
房屋总价,房屋总价,entailment
贷款合同状态,贷款合同状态,entailment
月还金额,月还款额,entailment
贷款余额,贷款余额,entailment
还款方式,还款方式,entailment
贷款结清日期,贷款结清日期,entailment
逾期本金总额,逾期本金总额,entailment
逾期利息总额,逾期利息总额,entailment
共同借款人姓名,共同借款人姓名,entailment
共同借款人证件类型,共同借款人证件类型,entailment
共同借款人证件号码,共同借款人证件号码,entailment
参贷关系,参贷关系,entailment
贷款期限（月）,贷款期限,entailment
贷款利率,贷款利率,entailment
贷款日期,贷款日期,entailment
借款用途,借款用途,entailment
相片路径,相片路径,entailment
人口序列号,人口序列号,entailment
身份证号,公民身份号码,entailment
适用的限制(等级与职务),海员适用限制,entailment
出生日期,出生日期,entailment
证书号码,海员适任证编号,entailment
等级与职务,海员等级职务,entailment
证书状态,资格证证书状态,entailment
证书有效期截止日期,证书有效期截止日期,entailment
职能,海员职能,entailment
身份证号码,公民身份号码,entailment
证书签发日期,发证日期,entailment
签发机关名称,发证机关,entailment
级别,海员级别,entailment
船员姓名,船员姓名,entailment
国籍,国籍,entailment
照片信息,个人照片,entailment
性别,性别,entailment
毕（结）业,毕肄结业时间,entailment
毕（结）业日期,毕结业日期,entailment
层次,学历,entailment
证照状态,毕业证状态,entailment
出生日期,出生日期,entailment
民族,民族,entailment
入学日期,入学日期,entailment
身份证号,公民身份号码,entailment
毕业日期,毕业日期,entailment
性别,性别,entailment
学号,学号,entailment
学历类型,学历类型,entailment
姓名,姓名,entailment
学校名称,学校名称,entailment
学习形式,学习形式,entailment
校（院）长姓名,校院长姓名,entailment
学制,学制,entailment
照片,个人照片,entailment
证书编号,毕业证书编号,entailment
专业,专业名称,entailment
政治面貌,政治面貌,entailment
毕业年月,毕业年月,entailment
证照状态,学位证状态,entailment
出生日期,出生日期,entailment
国别,国籍,entailment
获学位日期,获得学位日期,entailment
民族,民族,entailment
入学年月,入学年月,entailment
省市名称,省市名称,entailment
性别,性别,entailment
姓名,姓名,entailment
学位类别,学位类别,entailment
学位授予单位,学位授予单位,entailment
学位证编号,学位证书编号,entailment
学制,学制,entailment
校长姓名,校长姓名,entailment
证件号码,身份证件号码,entailment
证件类型,身份证件类型,entailment
照片,个人照片,entailment
照片状态,个人照片状态,entailment
证书大类,学位大类,entailment
证书分类,学位证书分类,entailment
主席姓名,学位证主席姓名,entailment
专业名称,专业名称,entailment
政治面貌,政治面貌,entailment
班级名称,班级名称,entailment
层次,学历,entailment
当年所在级,年级,entailment
入学日期,入学日期,entailment
身份证号,公民身份号码,entailment
性别,性别,entailment
学号,学号,entailment
姓名,姓名,entailment
学习形式,学习形式,entailment
学制,学制,entailment
院校名称,院校名称,entailment
照片,个人照片,entailment
专业名称,专业名称,entailment
姓名,姓名,entailment
身份证号,公民身份号码,entailment
照片,个人照片,entailment
宗教,宗教,entailment
发证时间,发证时间,entailment
是否启用,证件是否启用,entailment
照片,个人照片,entailment
姓名,姓名,entailment
内容,资格证内容,entailment
证书编号,从业资格证证书编号,entailment
发证机关,发证机关,entailment
身份证件号,公民身份号码,entailment
发证日期,发证日期,entailment
状态,资格证状态,entailment
发证时间,发证时间,entailment
是否启用,证件是否启用,entailment
照片,个人照片,entailment
姓名,姓名,entailment
内容,资格证内容,entailment
证书编号,从业资格证证书编号,entailment
发证机关,发证机关,entailment
身份证件号,公民身份号码,entailment
发证日期,发证日期,entailment
状态,资格证状态,entailment
发证时间,发证时间,entailment
注册登记时间,机动车注册登记日期,entailment
牌照有效期限,牌照有效期限,entailment
是否启用,证件是否启用,entailment
登记证书编号,机动车登记证书编号,entailment
车辆型号,车辆型号,entailment
拖拉机最小使用质量,机动车最小使用质量,entailment
联合收割机质量,联合收割机质量,entailment
拖拉机最大允许载质量,机动车最大允许载质量,entailment
准乘人数,机动车准乘人数,entailment
外廓尺寸-长,外廓尺寸长,entailment
外廓尺寸-宽,外廓尺寸宽,entailment
外廓尺寸-高,外廓尺寸高,entailment
是否临牌,是否临牌,entailment
身份证号,公民身份号码,entailment
车牌号码,车牌号码,entailment
所属地区,所属地区,entailment
机身颜色,机身颜色,entailment
车辆照片,车辆照片,entailment
发证机关,发证机关,entailment
车辆类型,车辆类型,entailment
状态,动产状态,entailment
所有人,所有人,entailment
地址,地址,entailment
底盘机架号,底盘机架号,entailment
挂车架号码,车辆识别代码,entailment
发动机号码,发动机号码,entailment
车辆品牌,车辆品牌,entailment
状态,动产状态,entailment
发证单位,发证机关,entailment
发证日期,发证日期,entailment
合格科目名称,考试合格科目名称,entailment
序号,司法案件序号,entailment
姓名,姓名,entailment
状态,资格证状态,entailment
通过时间,考试通过时间,entailment
性别,性别,entailment
证件号码,身份证件号码,entailment
照片路径,个人照片,entailment
报考级别名称,报考级别名称,entailment
报考专业名称,报考专业名称,entailment
发证单位,发证机关,entailment
考试科目,考试科目,entailment
考试时间,考试时间,entailment
签发时间,发证日期,entailment
状态,资格证状态,entailment
有效年度数,有效年度数,entailment
有效期截止,有效期截止日期,entailment
有效期起始,证书有效期开始日期,entailment
有效期起始年度,有效期开始年度,entailment
证件类别,身份证件类型,entailment
照片路径,个人照片,entailment
合格年份,考试合格年份,entailment
考生姓名,考生姓名,entailment
证件号码,身份证件号码,entailment
证照编号,资格证证照编号,entailment
证照名称,资格证证照名称,entailment
毕业学校,毕业院校,entailment
出生年月,出生年月,entailment
联系电话,联系电话,entailment
发证单位,发证机关,entailment
发证时间,发证时间,entailment
工作单位,工作单位,entailment
级别名称,资格级别,entailment
评委会名称,评委会名称,entailment
取得方式,资格证取得方式,entailment
取得资格时间,取得资格时间,entailment
所属系列,专业技术职务系列名称,entailment
状态,资格证状态,entailment
所学专业,所学专业,entailment
所在地市、省级主管部门,省市主管部门,entailment
所在县（市、区）、市本级,所在市县区,entailment
通讯地址,通讯地址,entailment
性别,性别,entailment
资格名称,资格名称,entailment
最高学历,最高学历,entailment
最高学位,最高学位,entailment
证件类别,身份证件类型,entailment
照片路径,个人照片,entailment
证书查询,证书查询,entailment
专业名称,专业名称,entailment
在职状态,在职状态,entailment
姓名,姓名,entailment
证件号码,身份证件号码,entailment
证书编号,从业资格证证书编号,entailment
发证机关,发证机关,entailment
发证日期,发证日期,entailment
性别,性别,entailment
姓名,姓名,entailment
有效期开始时间,有效期开始时间,entailment
有效期结束时间,证书有效期截止日期,entailment
照片,个人照片,entailment
执业地点,执业地点名称,entailment
身份证号(主键),公民身份号码,entailment
发证日期,发证日期,entailment
身份证号码,公民身份号码,entailment
审批机关,审批机关,entailment
性别,性别,entailment
姓名,姓名,entailment
有效期结束时间,证书有效期截止日期,entailment
有效期开始时间,有效期开始时间,entailment
资格证书编码,注册证书编号,entailment
照片,个人照片,entailment
执业地点名称,执业地点名称,entailment
执业范围,执业范围,entailment
主要执业机构,执业机构,entailment
执业类别,医师执业类型,entailment
执业证书编码,注册证书编号,entailment
身份证号,公民身份号码,entailment
用电户名,用户名,entailment
用电地址,用电地址,entailment
欠费总额,欠费总额,entailment
统计年月,电费统计年月,entailment
用电户号,用户号,entailment
欠费时段,欠费时段,entailment
证件号码,身份证件号码,entailment
证件类型,身份证件类型,entailment
所属国家,所属国家地区,entailment
上网IP地址,上网IP地址,entailment
下线时间,上网下线时间,entailment
上线时间,上网上线时间,entailment
网吧名称,网吧名称,entailment
姓名,姓名,entailment
组织名称,组织名称,entailment
接收地址,接收地址,entailment
单位名称或个人姓名,单位名称或个人姓名,entailment
组织机构代码,组织机构代码,entailment
接收卫星,接收卫星,entailment
个人护照号,护照号码,entailment
统一社会信用代码或身份证号,统一社会信用代码或身份证件号码,entailment
邮政编码,邮政编码,entailment
许可证号,许可证号,entailment
用电量,用电量,entailment
抄表日期,抄表日期,entailment
证件类型,身份证件类型,entailment
立户日期,开户日期,entailment
证件号,身份证件号码,entailment
安装地址,安装地址,entailment
联系方式,联系电话,entailment
用户姓名,用户姓名,entailment
缴费时间,缴费时间,entailment
"费用状态（欠费信息为""未缴费""）",水电气费用状态,entailment
户号,用户号,entailment
统一社会信用代码,统一社会信用代码,entailment
"用户类别(用户类型为单位即为单位,其他为个人)",用户类型,entailment
抄表号,水电气抄表号,entailment
用气量,用气量,entailment
抄表日期,抄表日期,entailment
证件类型,身份证件类型,entailment
立户日期,开户日期,entailment
证件号,身份证件号码,entailment
安装地址,安装地址,entailment
联系方式,联系电话,entailment
用户姓名,用户姓名,entailment
缴费时间,缴费时间,entailment
"费用状态（欠费信息为""未缴费""）",水电气费用状态,entailment
户号,用户号,entailment
统一社会信用代码,统一社会信用代码,entailment
"用户类别(用户类型为单位即为单位,其他为个人)",用户类型,entailment
抄表号,水电气抄表号,entailment
用水量,用水量,entailment
抄表日期,抄表日期,entailment
证件类型,身份证件类型,entailment
立户日期,开户日期,entailment
证件号,身份证件号码,entailment
安装地址,安装地址,entailment
联系方式,联系电话,entailment
用户姓名,用户姓名,entailment
缴费时间,缴费时间,entailment
"费用状态（欠费信息为""未缴费""）",水电气费用状态,entailment
户号,用户号,entailment
统一社会信用代码,统一社会信用代码,entailment
"用户类别(用户类型为单位即为单位,其他为个人)",用户类型,entailment
抄表号,水电气抄表号,entailment
身份证号码,公民身份号码,entailment
信用时数,志愿者信用时数,entailment
性别,性别,entailment
手机号码,联系电话,entailment
姓名,姓名,entailment
政治面貌,政治面貌,entailment
注册来源城市,注册来源城市,entailment
星级,志愿者星级,entailment
活动名称,活动名称,entailment
活动日期,活动日期,entailment
签到时间,签到时间,entailment
签退时间,签退时间,entailment
志愿者姓名,志愿者姓名,entailment
志愿者身份证号,志愿者公民身份号码,entailment
活动地点,活动地点,entailment
市,市,entailment
区县,区县,entailment
身份证号,公民身份号码,entailment
姓名,姓名,entailment
总时数,志愿者服务总时数,entailment
女方公民身份证号,女方公民身份号码,entailment
女方婚姻状况,女方婚姻状况,entailment
女方姓名,女方姓名,entailment
更新时间,更新时间,entailment
证件类型,身份证件类型,entailment
孩次,孩次,entailment
女方身份证号,女方公民身份号码,entailment
女方姓名,女方姓名,entailment
发证地,发证地,entailment
发证地编码,发证地编码,entailment
男方身份证号,男方公民身份号码,entailment
男方姓名,男方姓名,entailment
登记/审批日期,登记日期,entailment
记录状态,生育登记状态,entailment
生育时间,生育时间,entailment
户籍地址,户籍地址,entailment
发证日期,发证日期,entailment
生育管理地,生育管理地,entailment
政策属性,生育政策属性,entailment
生育登记证号,生育登记证号,entailment
导游证号,导游证号,entailment
导游证资格证号,导游证资格证号,entailment
性别,性别,entailment
学历,学历,entailment
姓名,姓名,entailment
手机号,联系电话,entailment
项目,项目名称,entailment
现签约旅行社,现签约旅行社,entailment
身份证号码,公民身份号码,entailment
出境游领队资格证书号,出境游领队资格证书号,entailment
办结标志,办结标志,entailment
办结时间,信访件办结时间,entailment
登记部门,登记部门,entailment
登记单位,登记单位,entailment
登记时间,登记时间,entailment
概况,信访件概况,entailment
行业内容分类,行业内容分类,entailment
是否保密,是否保密,entailment
联名信或集体访,信访件类型,entailment
匿名标志,是否匿名标志,entailment
首次信访标志,首次信访标志,entailment
